2021-02-06 20:08:41,669 (INFO) ================== new session ==================
2021-02-06 20:08:41,672 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service] Initialization
2021-02-06 20:08:41,676 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Extension Service] Initialization
2021-02-06 20:08:41,677 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Game Service] Initialization
2021-02-06 20:08:41,681 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Hotkey Service] Initialization
2021-02-06 20:08:41,770 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Window Service] Initialization
2021-02-06 20:08:42,573 (WARN) </windows/background.html> () - A cookie associated with a cross-site resource at https://doubleclick.net/ was set without the `SameSite` attribute. A future release of Chrome will only deliver cookies with cross-site requests if they are set with `SameSite=None` and `Secure`. You can review cookies in developer tools under Application>Storage>Cookies and see more details at https://www.chromestatus.com/feature/5088147346030592 and https://www.chromestatus.com/feature/5633521622188032.
2021-02-06 20:08:42,594 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Extension Service] Event listeners have been enabled
2021-02-06 20:08:42,610 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Window Service] Event listeners have been enabled
2021-02-06 20:08:42,653 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Hotkey Service] Event listeners have been enabled
2021-02-06 20:08:42,658 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Game Service] Event listeners have been enabled
2021-02-06 20:08:42,675 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service] Setting required features: ["me","match_info","location","inventory","rank","match_state","team","roster","kill_feed","kill","death","revive","damage"]
2021-02-06 20:08:42,784 (WARN) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service] Failed to set required features: Provider did not set features yet. (Retrying in 5 seconds.)
2021-02-06 20:08:42,807 (WARN) </windows/background.html> () - A cookie associated with a cross-site resource at http://overwolf.com/ was set without the `SameSite` attribute. A future release of Chrome will only deliver cookies with cross-site requests if they are set with `SameSite=None` and `Secure`. You can review cookies in developer tools under Application>Storage>Cookies and see more details at https://www.chromestatus.com/feature/5088147346030592 and https://www.chromestatus.com/feature/5633521622188032.
2021-02-06 20:08:43,391 (WARN) </windows/background.html> () - A cookie associated with a cross-site resource at https://tracker.gg/ was set without the `SameSite` attribute. A future release of Chrome will only deliver cookies with cross-site requests if they are set with `SameSite=None` and `Secure`. You can review cookies in developer tools under Application>Storage>Cookies and see more details at https://www.chromestatus.com/feature/5088147346030592 and https://www.chromestatus.com/feature/5633521622188032.
2021-02-06 20:08:43,468 (WARN) </windows/background.html> () - A cookie associated with a cross-site resource at http://thetrackernetwork.com/ was set without the `SameSite` attribute. A future release of Chrome will only deliver cookies with cross-site requests if they are set with `SameSite=None` and `Secure`. You can review cookies in developer tools under Application>Storage>Cookies and see more details at https://www.chromestatus.com/feature/5088147346030592 and https://www.chromestatus.com/feature/5633521622188032.
2021-02-06 20:08:47,798 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service] Setting required features: ["me","match_info","location","inventory","rank","match_state","team","roster","kill_feed","kill","death","revive","damage"]
2021-02-06 20:08:47,816 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service] Required features have been set: ["rank","match_state","kill","death","team","me","location","revive","roster","kill_feed","match_info","inventory","damage"]
2021-02-06 20:08:47,819 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service] Event listeners have been enabled
2021-02-06 20:08:52,782 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Extension Service] Update status: UpToDate
2021-02-06 20:10:53,216 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"450\",\"y\":\"46\",\"z\":\"234\"}"}},"feature":"location"}
2021-02-06 20:10:53,734 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"439\",\"y\":\"44\",\"z\":\"234\"}"}},"feature":"location"}
2021-02-06 20:10:54,240 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"428\",\"y\":\"42\",\"z\":\"234\"}"}},"feature":"location"}
2021-02-06 20:10:54,762 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"418\",\"y\":\"41\",\"z\":\"234\"}"}},"feature":"location"}
2021-02-06 20:10:55,204 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"ultimate_cooldown":"{\"ultimate_cooldown\":\"5\"}"}},"feature":"me"}
2021-02-06 20:10:55,283 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"408\",\"y\":\"39\",\"z\":\"234\"}"}},"feature":"location"}
2021-02-06 20:10:55,800 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"398\",\"y\":\"37\",\"z\":\"234\"}"}},"feature":"location"}
2021-02-06 20:10:56,292 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"388\",\"y\":\"36\",\"z\":\"234\"}"}},"feature":"location"}
2021-02-06 20:10:56,817 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"377\",\"y\":\"34\",\"z\":\"234\"}"}},"feature":"location"}
2021-02-06 20:10:57,308 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"368\",\"y\":\"32\",\"z\":\"234\"}"}},"feature":"location"}
2021-02-06 20:10:57,854 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"358\",\"y\":\"31\",\"z\":\"234\"}"}},"feature":"location"}
2021-02-06 20:10:58,350 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"348\",\"y\":\"29\",\"z\":\"234\"}"}},"feature":"location"}
2021-02-06 20:10:58,846 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"337\",\"y\":\"28\",\"z\":\"234\"}"}},"feature":"location"}
2021-02-06 20:10:59,341 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"328\",\"y\":\"26\",\"z\":\"234\"}"}},"feature":"location"}
2021-02-06 20:10:59,842 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"318\",\"y\":\"24\",\"z\":\"234\"}"}},"feature":"location"}
2021-02-06 20:11:00,359 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"307\",\"y\":\"23\",\"z\":\"234\"}"}},"feature":"location"}
2021-02-06 20:11:00,863 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"298\",\"y\":\"21\",\"z\":\"234\"}"}},"feature":"location"}
2021-02-06 20:11:01,370 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"287\",\"y\":\"20\",\"z\":\"234\"}"}},"feature":"location"}
2021-02-06 20:11:01,869 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"278\",\"y\":\"18\",\"z\":\"234\"}"}},"feature":"location"}
2021-02-06 20:11:02,358 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"268\",\"y\":\"16\",\"z\":\"234\"}"}},"feature":"location"}
2021-02-06 20:11:02,873 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"258\",\"y\":\"15\",\"z\":\"234\"}"}},"feature":"location"}
2021-02-06 20:11:03,377 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"248\",\"y\":\"13\",\"z\":\"234\"}"}},"feature":"location"}
2021-02-06 20:11:03,882 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"238\",\"y\":\"12\",\"z\":\"234\"}"}},"feature":"location"}
2021-02-06 20:11:04,297 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"ultimate_cooldown":"{\"ultimate_cooldown\":\"10\"}"}},"feature":"me"}
2021-02-06 20:11:04,372 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"228\",\"y\":\"10\",\"z\":\"234\"}"}},"feature":"location"}
2021-02-06 20:11:04,879 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"218\",\"y\":\"8\",\"z\":\"234\"}"}},"feature":"location"}
2021-02-06 20:11:05,396 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"208\",\"y\":\"7\",\"z\":\"234\"}"}},"feature":"location"}
2021-02-06 20:11:05,906 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"198\",\"y\":\"5\",\"z\":\"234\"}"}},"feature":"location"}
2021-02-06 20:11:06,411 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"188\",\"y\":\"3\",\"z\":\"234\"}"}},"feature":"location"}
2021-02-06 20:11:06,904 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"178\",\"y\":\"2\",\"z\":\"234\"}"}},"feature":"location"}
2021-02-06 20:11:07,421 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"168\",\"y\":\"0\",\"z\":\"234\"}"}},"feature":"location"}
2021-02-06 20:11:07,919 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"158\",\"y\":\"0\",\"z\":\"234\"}"}},"feature":"location"}
2021-02-06 20:11:08,417 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"148\",\"y\":\"-2\",\"z\":\"234\"}"}},"feature":"location"}
2021-02-06 20:11:08,932 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"138\",\"y\":\"-4\",\"z\":\"234\"}"}},"feature":"location"}
2021-02-06 20:11:09,439 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"128\",\"y\":\"-5\",\"z\":\"234\"}"}},"feature":"location"}
2021-02-06 20:11:10,417 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"119\",\"y\":\"-7\",\"z\":\"234\"}"}},"feature":"location"}
2021-02-06 20:11:10,430 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"108\",\"y\":\"-9\",\"z\":\"234\"}"}},"feature":"location"}
2021-02-06 20:11:10,932 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"99\",\"y\":\"-10\",\"z\":\"234\"}"}},"feature":"location"}
2021-02-06 20:11:11,432 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"89\",\"y\":\"-12\",\"z\":\"234\"}"}},"feature":"location"}
2021-02-06 20:11:11,945 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"78\",\"y\":\"-13\",\"z\":\"234\"}"}},"feature":"location"}
2021-02-06 20:11:12,435 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"69\",\"y\":\"-15\",\"z\":\"234\"}"}},"feature":"location"}
2021-02-06 20:11:12,947 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"59\",\"y\":\"-17\",\"z\":\"234\"}"}},"feature":"location"}
2021-02-06 20:11:13,337 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"ultimate_cooldown":"{\"ultimate_cooldown\":\"15\"}"}},"feature":"me"}
2021-02-06 20:11:13,434 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"50\",\"y\":\"-18\",\"z\":\"234\"}"}},"feature":"location"}
2021-02-06 20:11:13,944 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"39\",\"y\":\"-20\",\"z\":\"234\"}"}},"feature":"location"}
2021-02-06 20:11:14,439 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"29\",\"y\":\"-21\",\"z\":\"234\"}"}},"feature":"location"}
2021-02-06 20:11:14,949 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"19\",\"y\":\"-23\",\"z\":\"234\"}"}},"feature":"location"}
2021-02-06 20:11:15,463 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"9\",\"y\":\"-25\",\"z\":\"234\"}"}},"feature":"location"}
2021-02-06 20:11:15,963 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"0\",\"y\":\"-26\",\"z\":\"234\"}"}},"feature":"location"}
2021-02-06 20:11:16,473 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-10\",\"y\":\"-28\",\"z\":\"234\"}"}},"feature":"location"}
2021-02-06 20:11:16,974 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-20\",\"y\":\"-29\",\"z\":\"234\"}"}},"feature":"location"}
2021-02-06 20:11:17,472 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-30\",\"y\":\"-31\",\"z\":\"234\"}"}},"feature":"location"}
2021-02-06 20:11:17,980 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-40\",\"y\":\"-33\",\"z\":\"234\"}"}},"feature":"location"}
2021-02-06 20:11:18,488 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-50\",\"y\":\"-34\",\"z\":\"234\"}"}},"feature":"location"}
2021-02-06 20:11:19,004 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-60\",\"y\":\"-36\",\"z\":\"234\"}"}},"feature":"location"}
2021-02-06 20:11:19,503 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-72\",\"y\":\"-38\",\"z\":\"233\"}"}},"feature":"location"}
2021-02-06 20:11:20,006 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-75\",\"y\":\"-40\",\"z\":\"228\"}"}},"feature":"location"}
2021-02-06 20:11:20,496 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-79\",\"y\":\"-39\",\"z\":\"227\"}"}},"feature":"location"}
2021-02-06 20:11:21,022 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-82\",\"y\":\"-41\",\"z\":\"222\"}"}},"feature":"location"}
2021-02-06 20:11:21,510 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-85\",\"y\":\"-43\",\"z\":\"217\"}"}},"feature":"location"}
2021-02-06 20:11:21,891 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"ultimate_cooldown":"{\"ultimate_cooldown\":\"20\"}"}},"feature":"me"}
2021-02-06 20:11:22,013 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-89\",\"y\":\"-45\",\"z\":\"212\"}"}},"feature":"location"}
2021-02-06 20:11:22,515 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-92\",\"y\":\"-47\",\"z\":\"207\"}"}},"feature":"location"}
2021-02-06 20:11:23,014 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-95\",\"y\":\"-49\",\"z\":\"202\"}"}},"feature":"location"}
2021-02-06 20:11:23,512 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-99\",\"y\":\"-51\",\"z\":\"197\"}"}},"feature":"location"}
2021-02-06 20:11:24,021 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-102\",\"y\":\"-53\",\"z\":\"191\"}"}},"feature":"location"}
2021-02-06 20:11:24,516 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-105\",\"y\":\"-55\",\"z\":\"186\"}"}},"feature":"location"}
2021-02-06 20:11:25,029 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-109\",\"y\":\"-57\",\"z\":\"181\"}"}},"feature":"location"}
2021-02-06 20:11:25,515 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-112\",\"y\":\"-59\",\"z\":\"175\"}"}},"feature":"location"}
2021-02-06 20:11:26,016 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-115\",\"y\":\"-61\",\"z\":\"170\"}"}},"feature":"location"}
2021-02-06 20:11:26,510 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-118\",\"y\":\"-63\",\"z\":\"165\"}"}},"feature":"location"}
2021-02-06 20:11:27,015 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-121\",\"y\":\"-65\",\"z\":\"160\"}"}},"feature":"location"}
2021-02-06 20:11:27,515 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-124\",\"y\":\"-67\",\"z\":\"155\"}"}},"feature":"location"}
2021-02-06 20:11:28,020 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-128\",\"y\":\"-69\",\"z\":\"150\"}"}},"feature":"location"}
2021-02-06 20:11:28,516 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-131\",\"y\":\"-71\",\"z\":\"145\"}"}},"feature":"location"}
2021-02-06 20:11:29,019 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-134\",\"y\":\"-73\",\"z\":\"140\"}"}},"feature":"location"}
2021-02-06 20:11:29,513 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-137\",\"y\":\"-75\",\"z\":\"135\"}"}},"feature":"location"}
2021-02-06 20:11:30,019 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-140\",\"y\":\"-77\",\"z\":\"130\"}"}},"feature":"location"}
2021-02-06 20:11:30,519 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-143\",\"y\":\"-78\",\"z\":\"126\"}"}},"feature":"location"}
2021-02-06 20:11:30,918 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"ultimate_cooldown":"{\"ultimate_cooldown\":\"25\"}"}},"feature":"me"}
2021-02-06 20:11:31,016 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-146\",\"y\":\"-80\",\"z\":\"121\"}"}},"feature":"location"}
2021-02-06 20:11:31,512 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-149\",\"y\":\"-82\",\"z\":\"116\"}"}},"feature":"location"}
2021-02-06 20:11:32,020 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-152\",\"y\":\"-84\",\"z\":\"112\"}"}},"feature":"location"}
2021-02-06 20:11:32,523 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-155\",\"y\":\"-86\",\"z\":\"107\"}"}},"feature":"location"}
2021-02-06 20:11:33,021 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-157\",\"y\":\"-87\",\"z\":\"102\"}"}},"feature":"location"}
2021-02-06 20:11:33,519 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-161\",\"y\":\"-87\",\"z\":\"98\"}"}},"feature":"location"}
2021-02-06 20:11:34,012 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-164\",\"y\":\"-86\",\"z\":\"93\"}"}},"feature":"location"}
2021-02-06 20:11:34,518 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-168\",\"y\":\"-85\",\"z\":\"88\"}"}},"feature":"location"}
2021-02-06 20:11:35,010 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-170\",\"y\":\"-83\",\"z\":\"83\"}"}},"feature":"location"}
2021-02-06 20:11:35,517 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-169\",\"y\":\"-80\",\"z\":\"76\"}"}},"feature":"location"}
2021-02-06 20:11:36,016 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-168\",\"y\":\"-79\",\"z\":\"70\"}"}},"feature":"location"}
2021-02-06 20:11:36,515 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-166\",\"y\":\"-79\",\"z\":\"64\"}"}},"feature":"location"}
2021-02-06 20:11:37,025 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-164\",\"y\":\"-80\",\"z\":\"58\"}"}},"feature":"location"}
2021-02-06 20:11:37,518 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-162\",\"y\":\"-80\",\"z\":\"52\"}"}},"feature":"location"}
2021-02-06 20:11:38,011 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-160\",\"y\":\"-80\",\"z\":\"46\"}"}},"feature":"location"}
2021-02-06 20:11:38,518 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-158\",\"y\":\"-81\",\"z\":\"41\"}"}},"feature":"location"}
2021-02-06 20:11:39,020 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-156\",\"y\":\"-81\",\"z\":\"36\"}"}},"feature":"location"}
2021-02-06 20:11:39,521 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-154\",\"y\":\"-81\",\"z\":\"31\"}"}},"feature":"location"}
2021-02-06 20:11:39,970 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"ultimate_cooldown":"{\"ultimate_cooldown\":\"0\"}"}},"feature":"me"}
2021-02-06 20:11:39,972 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Event Fired] {"name":"kill_feed","data":"{\r\n  \"attackerName\": \"Webs\",\r\n  \"victimName\": \"agsanilo\",\r\n  \"weaponName\": \"Melee\",\r\n  \"action\": \"Melee\"\r\n}"}
2021-02-06 20:11:40,013 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-152\",\"y\":\"-81\",\"z\":\"27\"}"}},"feature":"location"}
2021-02-06 20:11:41,019 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-151\",\"y\":\"-81\",\"z\":\"27\"}"}},"feature":"location"}
2021-02-06 20:11:41,230 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"inUse":"{\"inUse\":\"Melee\"}"}},"feature":"inventory"}
2021-02-06 20:11:41,461 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"tabs":"{\"kills\":0,\"spectators\":0,\"teams\":20,\"players\":60,\"damage\":0,\"cash\":5}"}},"feature":"match_info"}
2021-02-06 20:11:41,514 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-150\",\"y\":\"-81\",\"z\":\"27\"}"}},"feature":"location"}
